"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"TN003",1862-04-12,"http://search.proquest.com/docview/91728668","NEWS FROM WASHINGTON.","The Secretary of War makes public acknowledgment to the Governors of Massachusetts, Indiana and Ohio, and the Board of Trade of Pittsburgh, Penn., for their prompt offers of assistance for the relief of the officers and soldiers wounded in the late great battle on Tennessee River. Their offers have been accepted. It is understood that simliarly humane and patriotic service has been rendered by other city and State authorities, and which have not been reported to the Department, but are thankfully acknowledged.",91728668,"Historical Newspapers",," Copyright New York Times Company Apr 12, 1862"," 78685331-1 , 1445924 , 113715"," front_page",1862-04-12,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-11,"http://search.proquest.com/docview/91713061","ACCOUNTS RECEIVED IN CAIRO.","An arrival from Pittsburgh Landing says that the rebels, in making the attack on Sunday morning, carried the Stars and Stripes, and wore the Federal uniform.",91713061,"Historical Newspapers",," Copyright New York Times Company Apr 11, 1862"," 78684826 , 1445922 , 113715"," front_page",1862-04-11,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-11,"http://search.proquest.com/docview/91748612","THE BATTLE OF PITTSBURGH.","A correspondent of the Times writes the following account of the Pittsburgh battle:",91748612,"Historical Newspapers",," Copyright New York Times Company Apr 11, 1862"," 78684822 , 1445922 , 113715"," front_page",1862-04-11,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-10,"http://search.proquest.com/docview/91653952","THE SECOND DAY'S BATTLE.","Gen. BUELL having arrived on Sunday evening, in the morning the ball was opened at daylight, simultaneously by Gen. NELSON'S Division on the left, and Major-Gen. WALLACE'S Division on the right. Gen. NELSON'S force opened up a most galling fire on the rebels, and advanced rapidly as they fell back. The fire soon became general along the whole line, and began to tell with terrible effect on the enemy. Generals McCLERNAND, SHERMAN and HUELBURT'S men, though terriby juded from the previous day's fighting still maintained their honors won at Donelson; but the resistance of the rebels at all points of the attack was worthy a better cause.",91653952,"Historical Newspapers",," Copyright New York Times Company Apr 10, 1862"," 78684428 , 1445920 , 113715"," front_page",1862-04-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-10,"http://search.proquest.com/docview/91646536","THE BATTLE OF PITTSBURGH.","Further advices from Pittsburgh Landing give the following about the battle:",91646536,"Historical Newspapers",," Copyright New York Times Company Apr 10, 1862"," 78684421-1 , 1445920 , 113715"," front_page",1862-04-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-10,"http://search.proquest.com/docview/91674589","THE HEROES OF THE BATTLE.","The hasty dispatches that were received yesterday of killed and wounded officers are probably both incomplete and incorrect in many particulars. In deed, some of those reported dead have already turned up, and others will doubtless do so. Under these circumstances it might be both injudicious and painful to give sketches of the officers reported fallen until the facts are definitely ascertained. We will briefly notice some of those honorably engaged in the battle, and some of the fallen, regarding whom the statements seem to be authentic. The officers in chief command were Major-Gen. GRANT, who acted so gallantly on Sunday, and Major-Gen. BUELL, who was in joint command on Monday.",91674589,"Historical Newspapers",," Copyright New York Times Company Apr 10, 1862"," 78684436 , 1445920 , 113715"," front_page",1862-04-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-09,"http://search.proquest.com/docview/91718889","DISPATCH FROM GEN. HALLECK.(2)","",91718889,"Historical Newspapers",," Copyright New York Times Company Apr 9, 1862"," 78684152-1 , 1445917 , 113715"," article",1862-04-09,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-09,"http://search.proquest.com/docview/91708534","MORE GLORIOUS NEWS.","",91708534,"Historical Newspapers",," Copyright New York Times Company Apr 9, 1862"," 78684150 , 1445917 , 113715"," article",1862-04-09,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-16,"http://search.proquest.com/docview/91746938","FROM THE REBEL STATES","We are in receipt of still another batch of Southern journals of late dates, and from them we compile the following summary of news:",91746938,"Historical Newspapers",""," Copyright New York Times Company Jan 16, 1863"," 80269782-1 , 1458882 , 113715"," front_page",1863-01-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-14,"http://search.proquest.com/docview/91728259","THE LATEST REBEL NEWS.","",91728259,"Historical Newspapers",""," Copyright New York Times Company Jan 14, 1863"," 80269388 , 1458877 , 113715"," front_page",1863-01-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-12,"http://search.proquest.com/docview/91733775","THE MURFREESBORO BATTLES.","In my last letter I left the contending hosts reposing on their arms after the great struggle of Wednesday, Dec. 31. There was but little alarm after the battle, and comparatively little uneasiness; each army thinking, doubtless, that its opponent was too much exhausted to care about renewing the strife.",91733775,"Historical Newspapers",""," Copyright New York Times Company Jan 12, 1863"," 90530656-1 , 1524405 , 113715"," article",1863-01-12,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1863,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-11,"http://search.proquest.com/docview/91724707","THE BATTLE OF MURFREESBORO.","From official returns it has been ascertained that the total loss in Gen. NEGLEY'S Division, comprising killed, wounded, and missing, is one thousand three hundred and fifty-six (1,356.)",91724707,"Historical Newspapers",""," Copyright New York Times Company Jan 11, 1863"," 90530328 , 1524403 , 113715"," front_page",1863-01-11,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-11,"http://search.proquest.com/docview/91724995","OUR NASHVILLE CORRESPONDENCE.","The Army of the Cumberland advanced southward on Friday, Dec. 26, and had proceeded, up to the 30th, within eight miles of Murfreesboro, the rebel stronghold. The army is divided into three corps d'arm e, of which Gen. McCOOK commands the",91724995,"Historical Newspapers",""," Copyright New York Times Company Jan 11, 1863"," 90530329 , 1524403 , 113715"," front_page",1863-01-11,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-11,"http://search.proquest.com/docview/91750119","FROM THE REBEL STATES.","On Monday night last, the President was serenaded, at his residence, by Capt. J.B. Smith's Silver Band, the affair having been gotten up as a compliment to the President on the occasion of his return from the West. In consequence of no public announcement of the fact having been made, the attend",91750119,"Historical Newspapers"," ANOTHER SPEECH BY JEFF DAVIS. From the Richmond Enquirer, Jan. 7.
ANOTHER SPEECH BY JEFF DAVIS. From the Richmond Enquirer, Jan. 7."," Copyright New York Times Company Jan 11, 1863"," 90530403-1 , 1524403 , 113715"," article",1863-01-11,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1863,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-10,"http://search.proquest.com/docview/91726132","THE BATTLE OF MURFREESBORO.","From official returns it has been ascertained that the total loss in Gen. NEGLEY's Division, comprising killed, wounded, and missing, is one thousand three hundred and fifty-six (1,356.)",91726132,"Historical Newspapers",""," Copyright New York Times Company Jan 10, 1863"," 78701115 , 1446077 , 113715"," article",1863-01-10,"0362-4331"," English"," English",6," New York, N.Y.","New York Times (1857-1922)",1863,6,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-09,"http://search.proquest.com/docview/91749371","THE BATTLE OF MURFREESBORO.","[The following graphic and thrilling narrative of the great struggle of Wednesday, before Murfreesboro, was telegraphed to us so late on Wednesday night that it could appear in but a small portion of our morning edition of yesterday.--ED. TIMES.]",91749371,"Historical Newspapers",""," Copyright New York Times Company Jan 9, 1863"," 105195827-1 , 1594338 , 113715"," front_page",1863-01-09,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-09,"http://search.proquest.com/docview/91727256","REBEL REPORTS FROM TENNESSEE","The Richmond Examiner, of the 6th inst., is received, containing the latest advices from Murfreesboro:",91727256,"Historical Newspapers",""," Copyright New York Times Company Jan 9, 1863"," 105195858-1 , 1594338 , 113715"," article",1863-01-09,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1863,5,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-08,"http://search.proquest.com/docview/91746782","FROM GEN. ROSECRANS' ARMY.","A special dispatch to the Commercial, from Murfreesboro, gives additional confirmation of the demoralization of the rebel army. BRECKINRIDGE'S di- vision whs terribly punished on Friday. Gen. BRECKINRIDGE was wounded in the ear, and his AdjutantGeneral killed. Wounded rebel officers estimate their loss at from 12,000 to 15,000, with a great slaughter of leading officers.",91746782,"Historical Newspapers",""," Copyright New York Times Company Jan 8, 1863"," 355641722-1 , 2488742 , 113715"," front_page",1863-01-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-08,"http://search.proquest.com/docview/91683170","DETAILS OF THE BATTLE.","Monday and Tuesday were spent, as you have been advised, in getting the army into line and securing positions. The great contest commenced on Wednesday morning, and the account of that day I send in full.",91683170,"Historical Newspapers",""," Copyright New York Times Company Jan 8, 1863"," 355641732 , 2488742 , 113715"," front_page",1863-01-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN010",1863-01-07,"http://search.proquest.com/docview/91683652","THE VICTORY AT MURFREESBORO.","Major-Gen. H.W. Hallock, General-in-Chief, Washington:",91683652,"Historical Newspapers",""," Copyright New York Times Company Jan 7, 1863"," 81670789 , 1467561 , 113715"," front_page",1863-01-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
